Loyalty Number,Country,Province,City,Gender,Education,Salary,Salary_College,Marital Status,Loyalty Card,CLV,Enrollment Year,Enrollment Month,Cancelled
429308,Canada,Ontario,Toronto,Male,Bachelor,84922.0,0,Married,Star,2678.06,2014,10,0
578013,Canada,Ontario,Ottawa,Male,College,,1,Single,Star,2678.46,2015,5,0
772960,Canada,Ontario,London,Male,Bachelor,93703.0,0,Single,Star,2679.69,2013,1,0
294172,Canada,Ontario,Trenton,Male,Bachelor,48601.0,0,Divorced,Star,5749.88,2018,3,0
391564,Canada,Ontario,Toronto,Female,Bachelor,62617.0,0,Married,Star,2680.9,2013,2,0
218373,Canada,British Columbia,Whistler,Female,College,,1,Married,Star,2681.33,2014,2,1
715640,Canada,Quebec,Montreal,Female,College,,1,Married,Star,2681.33,2012,12,0
442282,Canada,Ontario,Toronto,Female,Doctor,234624.0,0,Married,Star,2682.42,2014,8,0
902852,Canada,British Columbia,Vancouver,Male,Doctor,234624.0,0,Married,Star,2682.42,2017,12,0
306051,Canada,Manitoba,Winnipeg,Male,Bachelor,78352.0,0,Married,Star,2682.7,2015,8,0
586191,Canada,Quebec,Montreal,Female,Bachelor,78352.0,0,Married,Star,2682.7,2012,9,0
204848,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,2682.91,2013,1,1
752729,Canada,Prince Edward Island,Charlottetown,Female,College,,1,Single,Star,2682.91,2016,12,0
103304,Canada,Alberta,Banff,Male,Bachelor,67227.0,0,Married,Star,2683.47,2013,10,0
446171,Canada,Ontario,Toronto,Male,Bachelor,67227.0,0,Married,Star,2683.47,2017,3,0
763183,Canada,Newfoundland,St. John's,Female,Bachelor,94029.0,0,Married,Star,2683.49,2013,2,1
148289,Canada,Ontario,Thunder Bay,Female,Bachelor,99922.0,0,Married,Star,5926.39,2018,2,0
643099,Canada,British Columbia,Kelowna,Female,Bachelor,103707.0,0,Divorced,Star,2684.58,2018,8,0
711541,Canada,Ontario,Toronto,Female,Bachelor,103707.0,0,Divorced,Star,2684.58,2014,12,0
829003,Canada,British Columbia,Dawson Creek,Male,Master,103999.0,0,Divorced,Star,2685.18,2015,8,0
901049,Canada,Ontario,Toronto,Male,Master,103999.0,0,Divorced,Star,2685.18,2017,6,1
444524,Canada,British Columbia,Vancouver,Male,Bachelor,87029.0,0,Married,Star,2685.43,2015,11,0
974829,Canada,Ontario,Toronto,Female,Bachelor,87029.0,0,Married,Star,2685.43,2017,10,0
499089,Canada,Quebec,Montreal,Female,Bachelor,65387.0,0,Divorced,Star,2685.74,2014,11,0
930337,Canada,Manitoba,Winnipeg,Female,Bachelor,65387.0,0,Divorced,Star,2685.74,2018,12,0
130086,Canada,Quebec,Montreal,Female,Bachelor,74470.0,0,Married,Star,2685.9,2017,3,0
153193,Canada,British Columbia,Whistler,Male,Bachelor,74470.0,0,Married,Star,2685.9,2012,7,0
340492,Canada,Ontario,Kingston,Male,Doctor,258562.0,0,Divorced,Star,2686.54,2015,7,1
377364,Canada,Yukon,Whitehorse,Female,Doctor,258562.0,0,Divorced,Star,2686.54,2014,10,1
571643,Canada,Alberta,Edmonton,Female,Bachelor,92064.0,0,Married,Star,2687.31,2014,10,0
624485,Canada,Ontario,Toronto,Female,Bachelor,92064.0,0,Married,Star,2687.31,2015,5,1
595215,Canada,Alberta,Edmonton,Male,Bachelor,55914.0,0,Married,Star,2688.86,2016,1,0
707999,Canada,Newfoundland,St. John's,Female,Bachelor,97597.0,0,Married,Star,2688.86,2016,5,1
910373,Canada,Ontario,Toronto,Male,Bachelor,55914.0,0,Married,Star,2688.86,2013,11,1
939204,Canada,Quebec,Quebec City,Male,Bachelor,97597.0,0,Married,Star,2688.86,2014,11,1
101540,Canada,Ontario,London,Female,Bachelor,69020.0,0,Single,Star,2688.88,2017,5,0
268630,Canada,Quebec,Montreal,Female,Bachelor,51337.0,0,Married,Star,2689.17,2016,2,0
272114,Canada,British Columbia,Whistler,Male,Bachelor,51337.0,0,Married,Star,2689.17,2018,8,0
634850,Canada,Ontario,Sudbury,Female,Bachelor,95798.0,0,Divorced,Star,2690.07,2015,12,0
214504,Canada,Quebec,Tremblant,Male,Bachelor,75856.0,0,Married,Star,2690.48,2013,12,0
489391,Canada,Ontario,Kingston,Male,Bachelor,78616.0,0,Married,Star,5935.82,2018,3,0
471015,Canada,Ontario,Toronto,Male,Bachelor,75107.0,0,Married,Star,6323.92,2018,3,0
370093,Canada,Manitoba,Winnipeg,Female,Bachelor,91989.0,0,Divorced,Star,2691.22,2014,2,0
968943,Canada,Quebec,Montreal,Female,Bachelor,91989.0,0,Divorced,Star,2691.22,2014,12,0
184090,Canada,British Columbia,Kelowna,Male,Master,108324.0,0,Married,Star,2691.38,2017,8,0
867056,Canada,Ontario,Toronto,Male,Master,108324.0,0,Married,Star,2691.38,2015,7,0
316666,Canada,Ontario,Toronto,Female,Bachelor,88552.0,0,Married,Star,2691.57,2018,5,0
346678,Canada,Alberta,Edmonton,Female,Bachelor,88552.0,0,Married,Star,2691.57,2012,6,0
118729,Canada,Quebec,Tremblant,Male,Bachelor,56130.0,0,Married,Star,2691.6,2017,9,1
316633,Canada,New Brunswick,Moncton,Female,Bachelor,56130.0,0,Married,Star,2691.6,2017,9,0
605926,Canada,British Columbia,Whistler,Female,Bachelor,57022.0,0,Married,Star,2691.7,2013,12,0
934212,Canada,Quebec,Montreal,Female,Bachelor,57022.0,0,Married,Star,2691.7,2012,10,0
234454,Canada,Ontario,Toronto,Female,Bachelor,99662.0,0,Single,Star,2692.06,2018,8,0
624621,Canada,British Columbia,Dawson Creek,Female,Bachelor,99662.0,0,Single,Star,2692.06,2012,5,0
298327,Canada,British Columbia,Whistler,Male,Bachelor,78507.0,0,Single,Star,2693.53,2016,2,0
405442,Canada,Quebec,Montreal,Female,Bachelor,78507.0,0,Single,Star,2693.53,2012,5,0
275846,Canada,Ontario,Toronto,Female,Bachelor,48073.0,0,Divorced,Star,6874.33,2018,3,0
622906,Canada,New Brunswick,Fredericton,Male,College,,1,Single,Star,2693.61,2013,5,0
559721,Canada,Ontario,Toronto,Female,College,,1,Single,Star,6874.85,2018,3,0
723591,Canada,Saskatchewan,Regina,Female,Bachelor,53155.0,0,Married,Star,2693.66,2014,10,0
693295,Canada,Ontario,Toronto,Male,College,,1,Married,Star,2693.76,2016,5,0
801832,Canada,British Columbia,Vancouver,Female,College,,1,Married,Star,2693.76,2018,10,0
125969,Canada,British Columbia,West Vancouver,Male,Bachelor,51476.0,0,Married,Star,2694.6,2016,8,0
776139,Canada,Quebec,Montreal,Female,Bachelor,51476.0,0,Married,Star,2694.6,2012,9,0
827546,Canada,Ontario,Toronto,Female,Bachelor,55849.0,0,Divorced,Star,2695.18,2014,10,0
834120,Canada,Alberta,Banff,Female,Bachelor,55849.0,0,Divorced,Star,2695.18,2012,10,0
300845,Canada,British Columbia,Victoria,Female,College,,1,Single,Star,2695.35,2013,12,0
308891,Canada,Quebec,Montreal,Male,College,,1,Single,Star,2695.35,2018,1,0
373888,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,2695.46,2018,6,0
545087,Canada,Ontario,Toronto,Female,College,,1,Single,Star,2695.46,2017,5,0
203773,Canada,Ontario,Toronto,Male,Bachelor,50598.0,0,Married,Star,2695.96,2018,5,0
366599,Canada,Ontario,Toronto,Female,Bachelor,9081.0,0,Married,Star,6915.73,2018,4,0
478107,Canada,Ontario,Trenton,Male,Bachelor,76150.0,0,Married,Star,2697.33,2017,10,0
684081,Canada,British Columbia,Vancouver,Male,Bachelor,76150.0,0,Married,Star,2697.33,2018,9,0
298343,Canada,Quebec,Tremblant,Female,Bachelor,101715.0,0,Married,Star,2698.01,2014,9,0
480239,Canada,New Brunswick,Fredericton,Male,Bachelor,101715.0,0,Married,Star,2698.01,2013,5,0
234895,Canada,Ontario,Thunder Bay,Male,Bachelor,61289.0,0,Married,Star,2698.05,2017,8,0
262176,Canada,Ontario,Trenton,Male,Bachelor,96935.0,0,Single,Star,2698.36,2012,12,0
266148,Canada,British Columbia,Vancouver,Male,Bachelor,96935.0,0,Single,Star,2698.36,2017,5,0
678454,Canada,Ontario,Thunder Bay,Female,Bachelor,87538.0,0,Married,Star,2698.69,2013,4,0
920840,Canada,Ontario,Thunder Bay,Male,Bachelor,97297.0,0,Single,Star,2700.68,2013,9,0
565242,Canada,British Columbia,Vancouver,Male,Bachelor,89929.0,0,Married,Star,2700.99,2018,1,0
838482,Canada,Ontario,Toronto,Male,Bachelor,89929.0,0,Married,Star,2700.99,2014,10,0
925767,Canada,Ontario,Toronto,Male,College,,1,Single,Star,6947.52,2018,2,0
127410,Canada,Alberta,Edmonton,Female,Bachelor,87747.0,0,Married,Star,2701.49,2016,7,0
382983,Canada,Ontario,Toronto,Male,Bachelor,87747.0,0,Married,Star,2701.49,2018,12,0
116703,Canada,British Columbia,Vancouver,Male,Bachelor,65838.0,0,Married,Star,2702.38,2014,5,0
388777,Canada,Ontario,Toronto,Female,Bachelor,65838.0,0,Married,Star,2702.38,2016,7,0
536485,Canada,Ontario,Thunder Bay,Female,Doctor,204125.0,0,Married,Star,2702.69,2012,7,0
282532,Canada,Quebec,Montreal,Female,College,,1,Married,Star,2703.27,2018,6,0
601775,Canada,Manitoba,Winnipeg,Female,College,,1,Married,Star,2703.27,2016,4,0
344627,Canada,Quebec,Hull,Female,College,,1,Married,Star,2703.47,2013,1,0
557525,Canada,British Columbia,Victoria,Male,College,,1,Married,Star,2703.47,2015,2,0
650377,Canada,Quebec,Montreal,Male,Master,115412.0,0,Married,Star,2704.54,2013,9,0
832046,Canada,Manitoba,Winnipeg,Male,Master,115412.0,0,Married,Star,2704.54,2018,5,0
310965,Canada,Ontario,Toronto,Female,College,,1,Single,Star,2705.99,2016,5,0
571215,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,2705.99,2017,2,0
131558,Canada,New Brunswick,Moncton,Male,High School or Below,65871.0,0,Divorced,Star,2706.61,2017,5,0
680304,Canada,Quebec,Tremblant,Female,High School or Below,65871.0,0,Divorced,Star,2706.61,2016,11,1
454356,Canada,British Columbia,Vancouver,Female,Bachelor,91168.0,0,Married,Star,2707.21,2018,6,0
589394,Canada,Ontario,Toronto,Female,Bachelor,91168.0,0,Married,Star,2707.21,2012,12,0
487823,Canada,Ontario,Ottawa,Female,Bachelor,69559.0,0,Married,Star,2707.43,2016,3,1
790813,Canada,Ontario,Thunder Bay,Male,Bachelor,71280.0,0,Divorced,Star,2708.02,2013,10,0
416216,Canada,Ontario,Toronto,Male,Bachelor,74954.0,0,Married,Star,2709.54,2012,5,0
667901,Canada,British Columbia,Vancouver,Female,Bachelor,74954.0,0,Married,Star,2709.54,2016,6,0
813681,Canada,Ontario,Kingston,Male,College,,1,Married,Star,2710.12,2013,4,0
599078,Canada,Yukon,Whitehorse,Female,College,,1,Married,Star,2710.15,2017,11,0
733350,Canada,New Brunswick,Moncton,Male,Bachelor,55321.0,0,Married,Star,2710.81,2012,11,0
931622,Canada,Quebec,Tremblant,Male,Bachelor,55321.0,0,Married,Star,2710.81,2017,11,0
822811,Canada,Saskatchewan,Regina,Female,College,,1,Single,Star,2710.92,2017,3,1
991056,Canada,Nova Scotia,Halifax,Female,College,,1,Single,Star,2710.92,2017,6,0
604681,Canada,Quebec,Montreal,Male,College,,1,Single,Star,2711.9,2013,3,0
777118,Canada,Manitoba,Winnipeg,Female,College,,1,Single,Star,2711.9,2014,6,0
488811,Canada,Ontario,Sudbury,Male,Bachelor,28568.0,0,Married,Star,7050.97,2018,3,0
595236,Canada,Quebec,Montreal,Female,Bachelor,60897.0,0,Married,Star,2712.83,2018,5,0
275244,Canada,Ontario,Toronto,Female,Bachelor,74720.0,0,Single,Star,2712.92,2014,6,0
604328,Canada,Ontario,Toronto,Female,Bachelor,54982.0,0,Single,Star,2713.37,2018,12,0
697917,Canada,British Columbia,Vancouver,Female,Bachelor,54982.0,0,Single,Star,2713.37,2018,9,0
615201,Canada,Ontario,Trenton,Female,College,,1,Married,Star,2713.56,2013,4,0
721639,Canada,British Columbia,Vancouver,Male,College,,1,Married,Star,2713.56,2014,10,1
628130,Canada,British Columbia,Vancouver,Female,Bachelor,96700.0,0,Married,Star,2714.65,2015,4,0
854998,Canada,Ontario,Trenton,Female,Bachelor,96700.0,0,Married,Star,2714.65,2017,4,0
118628,Canada,Ontario,Sudbury,Female,High School or Below,62006.0,0,Married,Star,2715.69,2016,9,0
449441,Canada,Ontario,Toronto,Male,High School or Below,83867.0,0,Divorced,Star,7142.55,2018,2,0
136334,Canada,Quebec,Montreal,Female,Bachelor,80541.0,0,Married,Star,2717.78,2016,4,0
479359,Canada,Manitoba,Winnipeg,Male,Bachelor,80541.0,0,Married,Star,2717.78,2012,10,0
169137,Canada,Quebec,Hull,Female,Bachelor,53866.0,0,Married,Star,2718.38,2017,1,0
184306,Canada,British Columbia,Vancouver,Male,Bachelor,53866.0,0,Married,Star,2718.38,2012,12,0
708343,Canada,Newfoundland,St. John's,Female,Bachelor,91763.0,0,Married,Star,2719.26,2014,10,0
746377,Canada,Quebec,Quebec City,Male,Bachelor,91763.0,0,Married,Star,2719.26,2018,7,0
588445,Canada,British Columbia,Whistler,Female,Bachelor,59496.0,0,Divorced,Star,2719.43,2014,1,0
975412,Canada,Quebec,Montreal,Female,Bachelor,59496.0,0,Divorced,Star,2719.43,2016,12,0
129171,Canada,Newfoundland,St. John's,Male,Master,82940.0,0,Married,Star,2719.51,2018,7,0
274410,Canada,Quebec,Montreal,Male,Master,82940.0,0,Married,Star,2719.51,2017,9,0
277587,Canada,Manitoba,Winnipeg,Female,Master,82940.0,0,Married,Star,2719.51,2017,5,0
389429,Canada,British Columbia,Vancouver,Male,Master,82940.0,0,Married,Star,2719.51,2016,8,0
600302,Canada,British Columbia,Whistler,Female,Master,82940.0,0,Married,Star,2719.51,2017,2,0
786966,Canada,British Columbia,Vancouver,Male,Master,82940.0,0,Married,Star,2719.51,2017,3,1
795155,Canada,Prince Edward Island,Charlottetown,Female,Master,82940.0,0,Married,Star,2719.51,2018,11,0
836713,Canada,Quebec,Quebec City,Male,Master,82940.0,0,Married,Star,2719.51,2014,12,0
919117,Canada,Ontario,Toronto,Male,Master,82940.0,0,Married,Star,2719.51,2014,6,0
940796,Canada,British Columbia,Vancouver,Male,Master,82940.0,0,Married,Star,2719.51,2012,8,0
236003,Canada,Ontario,Trenton,Female,Bachelor,61912.0,0,Single,Star,2719.85,2015,1,0
584458,Canada,British Columbia,Vancouver,Female,Bachelor,61912.0,0,Single,Star,2719.85,2012,8,0
227804,Canada,British Columbia,Vancouver,Male,Bachelor,103413.0,0,Married,Star,2721.59,2017,5,0
458072,Canada,Saskatchewan,Regina,Female,Bachelor,63575.0,0,Married,Star,2721.59,2015,4,0
832810,Canada,Nova Scotia,Halifax,Male,Bachelor,63575.0,0,Married,Star,2721.59,2018,12,0
949974,Canada,Ontario,Trenton,Male,Bachelor,103413.0,0,Married,Star,2721.59,2018,5,0
661054,Canada,Quebec,Montreal,Male,High School or Below,66341.0,0,Married,Star,2721.75,2012,9,0
901987,Canada,British Columbia,Whistler,Male,High School or Below,66341.0,0,Married,Star,2721.75,2013,9,0
158680,Canada,Ontario,Sudbury,Male,High School or Below,55043.0,0,Married,Star,2722.21,2015,3,1
287088,Canada,Alberta,Edmonton,Female,High School or Below,55043.0,0,Married,Star,2722.21,2014,5,0
331078,Canada,Ontario,Toronto,Female,High School or Below,55043.0,0,Married,Star,2722.21,2014,2,0
383627,Canada,British Columbia,Vancouver,Female,High School or Below,55043.0,0,Married,Star,2722.21,2013,5,0
411690,Canada,Ontario,Toronto,Female,High School or Below,55043.0,0,Married,Star,2722.21,2015,2,0
503025,Canada,New Brunswick,Fredericton,Female,High School or Below,55043.0,0,Married,Star,2722.21,2018,11,0
517940,Canada,Ontario,Toronto,Female,High School or Below,55043.0,0,Married,Star,2722.21,2018,8,0
679607,Canada,Ontario,Toronto,Male,High School or Below,55043.0,0,Married,Star,2722.21,2014,7,0
854902,Canada,Alberta,Calgary,Female,High School or Below,55043.0,0,Married,Star,2722.21,2015,10,0
981664,Canada,British Columbia,Vancouver,Female,High School or Below,55043.0,0,Married,Star,2722.21,2015,5,0
992631,Canada,Quebec,Montreal,Male,High School or Below,55043.0,0,Married,Star,2722.21,2015,4,1
255509,Canada,British Columbia,Vancouver,Male,Bachelor,74802.0,0,Divorced,Star,2722.41,2017,1,0
641103,Canada,Ontario,Trenton,Male,Bachelor,74802.0,0,Divorced,Star,2722.41,2016,8,1
670210,Canada,Quebec,Montreal,Male,Doctor,184518.0,0,Married,Star,2722.99,2013,2,0
938324,Canada,British Columbia,Whistler,Male,Doctor,184518.0,0,Married,Star,2722.99,2014,10,0
653973,Canada,Ontario,Ottawa,Male,College,,1,Married,Star,2724.26,2017,5,0
589427,Canada,Ontario,London,Female,College,,1,Divorced,Star,2724.43,2017,11,0
194758,Canada,Quebec,Montreal,Female,Bachelor,91621.0,0,Married,Star,2725.19,2017,4,0
973111,Canada,British Columbia,Whistler,Female,Bachelor,91621.0,0,Married,Star,2725.19,2013,5,0
124085,Canada,Nova Scotia,Halifax,Male,Bachelor,64854.0,0,Married,Star,2725.32,2017,7,1
933968,Canada,Quebec,Quebec City,Male,Bachelor,64854.0,0,Married,Star,2725.32,2016,2,0
175814,Canada,Ontario,Toronto,Male,Bachelor,58725.0,0,Married,Star,2725.36,2012,6,0
180832,Canada,Quebec,Montreal,Male,Bachelor,58725.0,0,Married,Star,2725.36,2017,2,1
334329,Canada,Alberta,Edmonton,Female,Bachelor,58725.0,0,Married,Star,2725.36,2015,1,0
414305,Canada,Ontario,Toronto,Male,Bachelor,58725.0,0,Married,Star,2725.36,2016,12,0
650870,Canada,British Columbia,Vancouver,Male,Bachelor,58725.0,0,Married,Star,2725.36,2013,12,0
677695,Canada,Saskatchewan,Regina,Female,Bachelor,58725.0,0,Married,Star,2725.36,2013,12,0
733324,Canada,Alberta,Calgary,Female,Bachelor,58725.0,0,Married,Star,2725.36,2016,3,0
764305,Canada,Ontario,Toronto,Male,Bachelor,58725.0,0,Married,Star,2725.36,2016,10,0
774326,Canada,Ontario,Toronto,Female,Bachelor,58725.0,0,Married,Star,2725.36,2015,10,0
853003,Canada,British Columbia,Whistler,Male,Bachelor,58725.0,0,Married,Star,2725.36,2018,11,0
857942,Canada,Ontario,Kingston,Male,Bachelor,58725.0,0,Married,Star,2725.36,2015,6,0
496831,Canada,Ontario,Ottawa,Female,Bachelor,87818.0,0,Married,Star,7294.58,2018,4,0
102464,Canada,Quebec,Montreal,Male,Bachelor,60563.0,0,Married,Star,2725.68,2016,7,0
392558,Canada,British Columbia,Whistler,Male,Bachelor,60563.0,0,Married,Star,2725.68,2016,4,1
122094,Canada,British Columbia,Vancouver,Male,Bachelor,67059.0,0,Married,Star,2726.39,2014,10,0
630920,Canada,Ontario,Toronto,Female,Bachelor,48081.0,0,Married,Star,7380.98,2018,2,0
673054,Canada,Manitoba,Winnipeg,Female,Bachelor,54872.0,0,Divorced,Star,2726.8,2014,8,0
876765,Canada,Quebec,Montreal,Female,Bachelor,54872.0,0,Divorced,Star,2726.8,2018,10,0
827731,Canada,Ontario,Toronto,Female,College,,1,Single,Star,2726.83,2013,9,0
852573,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,2726.83,2015,9,0
235885,Canada,Quebec,Tremblant,Female,Bachelor,53337.0,0,Married,Star,2727.08,2014,12,0
184045,Canada,Ontario,Toronto,Male,Bachelor,70473.0,0,Married,Star,7649.28,2018,2,0
307619,Canada,Ontario,Toronto,Male,Bachelor,86489.0,0,Married,Star,2727.52,2018,7,0
844749,Canada,British Columbia,Vancouver,Male,Bachelor,86489.0,0,Married,Star,2727.52,2012,5,0
292096,Canada,British Columbia,Victoria,Male,Bachelor,86501.0,0,Married,Star,2727.68,2016,4,0
518064,Canada,Quebec,Hull,Female,Bachelor,86501.0,0,Married,Star,2727.68,2016,3,0
746314,Canada,Quebec,Montreal,Female,College,,1,Single,Star,2727.74,2016,10,1
886227,Canada,New Brunswick,Fredericton,Female,College,,1,Single,Star,2727.74,2018,8,0
565991,Canada,Ontario,Toronto,Female,Bachelor,64122.0,0,Single,Star,2728.04,2018,1,0
854610,Canada,British Columbia,Vancouver,Male,Bachelor,64122.0,0,Single,Star,2728.04,2014,9,0
419758,Canada,Quebec,Montreal,Female,Bachelor,61554.0,0,Divorced,Star,2728.84,2014,9,0
738567,Canada,New Brunswick,Fredericton,Male,Bachelor,61554.0,0,Divorced,Star,2728.84,2018,10,0
302129,Canada,Ontario,Toronto,Female,Bachelor,80861.0,0,Married,Star,2729.13,2014,7,1
824216,Canada,British Columbia,Vancouver,Female,Bachelor,80861.0,0,Married,Star,2729.13,2018,6,0
168316,Canada,Alberta,Edmonton,Female,Bachelor,65666.0,0,Married,Star,2730.2,2015,8,0
368713,Canada,Ontario,Toronto,Male,Bachelor,65666.0,0,Married,Star,2730.2,2018,11,0
652852,Canada,Alberta,Edmonton,Male,Bachelor,58409.0,0,Married,Star,2730.31,2018,5,0
866701,Canada,Ontario,Toronto,Female,Bachelor,58409.0,0,Married,Star,2730.31,2016,9,0
517559,Canada,British Columbia,Vancouver,Female,Bachelor,78300.0,0,Married,Star,2730.35,2016,1,0
648924,Canada,Ontario,Trenton,Male,Bachelor,78300.0,0,Married,Star,2730.35,2017,7,0
633861,Canada,New Brunswick,Fredericton,Female,Bachelor,50176.0,0,Married,Star,2730.97,2013,1,0
677174,Canada,Quebec,Montreal,Female,Bachelor,50176.0,0,Married,Star,2730.97,2012,6,0
680379,Canada,Quebec,Quebec City,Female,Bachelor,63654.0,0,Married,Star,2731.4,2014,7,0
750974,Canada,Newfoundland,St. John's,Male,Bachelor,63654.0,0,Married,Star,2731.4,2016,10,0
136065,Canada,British Columbia,Vancouver,Male,Bachelor,83015.0,0,Married,Star,2731.52,2012,7,0
663422,Canada,Ontario,Toronto,Female,Bachelor,83015.0,0,Married,Star,2731.52,2017,6,1
141703,Canada,Ontario,Toronto,Male,Bachelor,63348.0,0,Married,Star,2732.61,2016,4,0
221862,Canada,British Columbia,Vancouver,Female,Bachelor,63348.0,0,Married,Star,2732.61,2016,12,0
412133,Canada,Ontario,Kingston,Male,Bachelor,95313.0,0,Single,Star,2732.65,2016,6,0
551154,Canada,Yukon,Whitehorse,Female,Bachelor,95313.0,0,Single,Star,2732.65,2015,11,0
611990,Canada,British Columbia,Vancouver,Female,Bachelor,100368.0,0,Married,Star,2733.43,2012,5,0
658257,Canada,Ontario,Toronto,Male,Bachelor,100368.0,0,Married,Star,2733.43,2018,11,0
571123,Canada,Quebec,Montreal,Female,Bachelor,57419.0,0,Married,Star,2734.15,2017,4,0
755582,Canada,Manitoba,Winnipeg,Male,Bachelor,57419.0,0,Married,Star,2734.15,2014,11,1
409914,Canada,Quebec,Hull,Female,Bachelor,54529.0,0,Single,Star,2734.33,2016,1,0
873945,Canada,British Columbia,Vancouver,Female,Bachelor,54529.0,0,Single,Star,2734.33,2012,8,0
364247,Canada,Nova Scotia,Halifax,Male,Bachelor,71428.0,0,Married,Star,2734.44,2015,9,1
733582,Canada,Quebec,Quebec City,Female,Bachelor,71428.0,0,Married,Star,2734.44,2016,12,0
813931,Canada,British Columbia,Vancouver,Male,Bachelor,99343.0,0,Single,Star,2734.51,2015,1,0
956081,Canada,Ontario,Toronto,Male,Bachelor,99343.0,0,Single,Star,2734.51,2016,10,1
154480,Canada,Ontario,Sudbury,Female,Bachelor,102385.0,0,Single,Star,2735.47,2014,9,0
578751,Canada,British Columbia,Vancouver,Male,Bachelor,104500.0,0,Married,Star,2735.54,2015,5,1
930921,Canada,Ontario,Toronto,Male,Bachelor,104500.0,0,Married,Star,2735.54,2014,5,0
349115,Canada,Ontario,Thunder Bay,Male,Doctor,142291.0,0,Married,Star,2736.35,2014,11,0
492695,Canada,Ontario,Trenton,Male,Bachelor,81177.0,0,Married,Star,7720.16,2018,2,0
984290,Canada,Quebec,Tremblant,Female,Bachelor,60805.0,0,Married,Star,2736.53,2017,11,0
765877,Canada,New Brunswick,Fredericton,Male,Bachelor,89634.0,0,Married,Star,2736.94,2014,2,0
937065,Canada,Quebec,Montreal,Male,Bachelor,89634.0,0,Married,Star,2736.94,2013,9,1
497070,Canada,Ontario,Toronto,Male,College,,1,Married,Star,2739.06,2018,7,0
379120,Canada,Quebec,Montreal,Male,Bachelor,55642.0,0,Married,Star,2742.8,2016,4,0
881628,Canada,Ontario,Toronto,Female,Bachelor,79118.0,0,Married,Star,2742.84,2017,8,1
388478,Canada,Quebec,Montreal,Female,Bachelor,89856.0,0,Divorced,Star,2744.08,2017,7,0
756892,Canada,Ontario,Toronto,Male,Bachelor,101166.0,0,Divorced,Star,2744.52,2015,11,0
727179,Canada,Ontario,Toronto,Male,Bachelor,99050.0,0,Married,Star,2745.13,2018,10,0
515718,Canada,Ontario,Toronto,Male,Bachelor,64975.0,0,Married,Star,2745.25,2018,10,0
135635,Canada,British Columbia,Vancouver,Female,College,,1,Married,Star,2746.08,2014,3,1
577322,Canada,Ontario,Toronto,Male,College,,1,Married,Star,2746.08,2012,4,0
373144,Canada,British Columbia,Vancouver,Male,College,,1,Single,Star,2746.9,2014,5,0
790740,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,2747.77,2018,7,0
596462,Canada,Ontario,Toronto,Male,College,,1,Divorced,Star,7757.13,2018,3,0
976636,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,2749.19,2014,8,1
117219,Canada,Ontario,Toronto,Male,Bachelor,69803.0,0,Divorced,Star,2750.71,2014,10,0
388156,Canada,British Columbia,Vancouver,Female,Bachelor,69803.0,0,Divorced,Star,2750.71,2015,5,0
866168,Canada,Ontario,Toronto,Male,Bachelor,63068.0,0,Married,Star,2751.37,2014,2,0
348723,Canada,Quebec,Montreal,Female,Bachelor,53045.0,0,Single,Star,2753.31,2012,5,0
724028,Canada,Ontario,Ottawa,Male,Bachelor,50311.0,0,Married,Star,2754.46,2017,6,0
468310,Canada,Nova Scotia,Halifax,Female,Bachelor,60732.0,0,Married,Star,2755.22,2014,8,0
615678,Canada,Ontario,Toronto,Female,Bachelor,68237.0,0,Divorced,Star,2755.75,2017,9,0
745454,Canada,Alberta,Peace River,Male,Bachelor,68237.0,0,Divorced,Star,2755.75,2018,7,0
612294,Canada,Quebec,Montreal,Female,Bachelor,63767.0,0,Married,Star,2756.47,2017,7,0
163757,Canada,Ontario,Ottawa,Male,Bachelor,62886.0,0,Single,Star,2756.54,2015,11,0
962730,Canada,Saskatchewan,Regina,Female,Bachelor,68797.0,0,Married,Star,2757.38,2015,10,0
954773,Canada,British Columbia,Whistler,Female,Doctor,200870.0,0,Married,Star,2758.33,2013,2,1
348047,Canada,British Columbia,Dawson Creek,Male,Bachelor,80051.0,0,Married,Star,2758.5,2015,6,0
474779,Canada,Quebec,Montreal,Female,Bachelor,79023.0,0,Married,Star,2759.62,2017,7,0
200067,Canada,British Columbia,Vancouver,Male,Bachelor,99444.0,0,Married,Star,2759.98,2015,10,0
299204,Canada,Ontario,Toronto,Male,Master,67462.0,0,Divorced,Star,7805.31,2018,3,0
402918,Canada,Quebec,Hull,Female,Bachelor,99444.0,0,Married,Star,2759.98,2018,11,0
739005,Canada,Saskatchewan,Regina,Female,Bachelor,99444.0,0,Married,Star,2759.98,2016,8,0
805431,Canada,Quebec,Hull,Female,Bachelor,99444.0,0,Married,Star,2759.98,2014,4,0
442304,Canada,British Columbia,Dawson Creek,Female,College,,1,Single,Star,2761.69,2014,6,0
475034,Canada,Ontario,Kingston,Female,Bachelor,47230.0,0,Married,Star,7824.49,2018,4,1
940187,Canada,Ontario,Toronto,Female,Bachelor,44062.0,0,Married,Star,7943.51,2018,4,1
